vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,metadata_,class,object_type
{},381,2025-10-28 19:51:35,False,,,Response,10,info,,InfoPage,True,"{""time_taken"": 9.777, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.6, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:51:24.627Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:51:25.304Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:51:25.307Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:51:25.324Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:51:25.324Z"", ""info"": null}], ""prompt"": {""text"": ""<div className=\""flex flex-col items-center text-left max-w-xl space-y-2\"">\n      <h1 className=\""text-2xl font-bold\"">Animals</h1>\n      <p className=\""text-lg w-full\"">\n        In this game, you will modify and combine different animals in a\n        futuristic biology laboratory to make new hybrid animals.\n      </p>\n    </div>""}, ""control"": {}}",Response,_Response
{},382,2025-10-28 19:51:40,False,,,Response,13,consent_form,"[""I agree""]",ModularPage,True,"{""time_taken"": 29.158, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:51:12.179Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:51:12.204Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:51:12.204Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:51:12.218Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:51:12.218Z"", ""info"": null}], ""prompt"": {""text"": ""<div>\n  <h1>CONSENT</h1>\n  <p>\n    <strong>DESCRIPTION:</strong> You are invited to participate in a research study on human\n        learning and communication. You will be asked to play a game and\n        possibly send messages to other participants about the game.\n        \n  </p>\n  <p>\n    <strong>TIME INVOLVEMENT:</strong>\n        Your participation will take approximately 30 minutes.\n        \n  </p>\n  <p>\n    <strong>RISKS AND BENEFITS:</strong> If you communicate personally-identifiable\n        information to another participant, then the researchers and recipient\n        of the message will have that information. It is possible that\n        information study data could be leaked in a data breach. Study data will\n        be stored securely, in compliance with Stanford University standards,\n        minimizing the risk of confidentiality breach. We cannot and do not\n        guarantee or promise that you will receive any benefits from this study.\n        \n  </p>\n  <p>\n    <strong>PAYMENTS:</strong>\n        You will receive $7 as payment for your\n        participation, as well as a bonus of up to $1 depending on your\n        performance.\n        \n  </p>\n  <p>\n    <strong>PARTICIPANT'S RIGHTS:</strong> If you have read this form and have decided to\n        participate in this project, please understand your participation is\n        voluntary and you have the right to withdraw your consent or discontinue\n        participation at any time without penalty or loss of benefits to which\n        you are otherwise entitled. The alternative is not to participate. You\n        have the right to refuse to answer particular questions. The results of\n        this research study may be presented at scientific or professional\n        meetings or published in scientific journals. Your individual privacy\n        will be maintained in all published and written data resulting from the\n        study.\n        \n  </p>\n  <p>\n    <strong>PRIVACY AND CONFIDENTIALITY:</strong> The risks associated with this study are\n        minimal. Study data will be stored securely, in compliance with Stanford\n        University standards, minimizing the risk of confidentiality breach.\n        Your individual privacy will be maintained during the research and in\n        all published and written data resulting from the study.\n        \n  </p>\n  <p>\n    <strong>CONTACT INFORMATION:</strong>\n  </p>\n  <p>\n    <strong>Questions:</strong> If you have any questions, concerns or complaints about this\n        research, its procedures, risks and benefits, contact \n    <strong>Ben Prystawski</strong> (\n    <a href=\""mailto://benpry@stanford.edu\"">benpry@stanford.edu</a>) or the Protocol Director, Noah Goodman (ngoodman@stanford.edu).\n  </p>\n  <p>\n    <strong>Independent Contact:</strong> If you are not satisfied with how this study is\n        being conducted, or if you have any concerns, complaints, or general\n        questions about the research or your rights as a participant, please\n        contact the Stanford Institutional Review Board (IRB) to speak to\n        someone independent of the research team at 650-723-2480 or toll free at\n        1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write\n        to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo\n        Alto, CA 94306.\n        \n  </p>\n  <p>Please save or print a copy of this page for your records.</p>\n  <p>If you agree to participate in this research, please click &quot;I agree&quot; below.</p>\n</div>""}, ""control"": {""name"": ""checkboxes"", ""choices"": [""I agree""], ""labels"": {""py/id"": 9}, ""force_selection"": true}}",Response,_Response
{},383,2025-10-28 19:52:02,False,,,Response,13,info,,InfoPage,True,"{""time_taken"": 20.998, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:51:42.023Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:51:42.029Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:51:42.029Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:51:42.035Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:51:42.035Z"", ""info"": null}], ""prompt"": {""text"": ""<div>\n  <link href=\""/static/text-style.css\"" rel=\""stylesheet\"">\n  <link href=\""/static/big-font.css\"" rel=\""stylesheet\"">\n  <p>\n        Welcome! In this experiment, you will play a game where you use tools and\n        combine ingredients to make new items.\n        </p>\n  <p>\n        The game interface is shown below. It has an inventory of items, a\n        crafting area, and a progress bar.\n        </p>\n  <img alt=\""Screenshot of the interface\"" src=\""static/instruction-screenshots/interface-screenshot.png\"">\n  <p>\n        You can combine any two items by clicking and dragging them into the\n        crafting area...\n        </p>\n  <img alt=\""Screenshot of combining items\"" src=\""static/instruction-screenshots/inventory-screenshot.png\"">\n  <p>...then dropping one on top of the other.</p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of combining items\"" src=\""static/instruction-screenshots/combination-screenshot.png\"" style=\""max-width: 50%;\"">\n  </div>\n  <p>\n        Each item is either a\n        \n    <strong>tool</strong>\n        or an\n        \n    <strong>ingredient</strong>. Tools have grey backgrounds and ingredients\n        have white backgrounds. Tools can be used as many times as you want, but\n        ingredients can only be used once.\n        \n  </p>\n</div>""}, ""control"": {}}",Response,_Response
{},384,2025-10-28 19:52:20,False,,,Response,8,game,,ModularPage,True,"{""time_taken"": 64.839, ""platform"": ""Chrome 139.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:51:13.843Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:51:13.846Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:51:13.846Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:51:13.851Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:51:13.851Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 1</h1>""}, ""control"": {}}",Response,_Response
{},385,2025-10-28 19:52:29,False,,,Response,12,info,,InfoPage,True,"{""time_taken"": 96.526, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:50:52.859Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:50:52.864Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:50:52.864Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:50:52.870Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:50:52.870Z"", ""info"": null}], ""prompt"": {""text"": ""<div>\n  <link href=\""/static/text-style.css\"" rel=\""stylesheet\"">\n  <link href=\""/static/big-font.css\"" rel=\""stylesheet\"">\n  <p>\n        Welcome! In this experiment, you will play a game where you use tools and\n        combine ingredients to make new items.\n        </p>\n  <p>\n        The game interface is shown below. It has an inventory of items, a\n        crafting area, and a progress bar.\n        </p>\n  <img alt=\""Screenshot of the interface\"" src=\""static/instruction-screenshots/interface-screenshot.png\"">\n  <p>\n        You can combine any two items by clicking and dragging them into the\n        crafting area...\n        </p>\n  <img alt=\""Screenshot of combining items\"" src=\""static/instruction-screenshots/inventory-screenshot.png\"">\n  <p>...then dropping one on top of the other.</p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of combining items\"" src=\""static/instruction-screenshots/combination-screenshot.png\"" style=\""max-width: 50%;\"">\n  </div>\n  <p>\n        Each item is either a\n        \n    <strong>tool</strong>\n        or an\n        \n    <strong>ingredient</strong>. Tools have grey backgrounds and ingredients\n        have white backgrounds. Tools can be used as many times as you want, but\n        ingredients can only be used once.\n        \n  </p>\n</div>""}, ""control"": {}}",Response,_Response
{},386,2025-10-28 19:52:30,False,,,Response,3,game,,ModularPage,True,"{""time_taken"": 71.03, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 7.9, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:51:18.721Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:51:18.733Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:51:18.733Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:51:18.737Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:51:18.737Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 9</h1>""}, ""control"": {}}",Response,_Response
{},387,2025-10-28 19:52:33,False,,,Response,8,game,,ModularPage,True,"{""time_taken"": 10.256, ""platform"": ""Chrome 139.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:52:21.393Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:52:21.398Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:52:21.398Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:52:21.402Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:52:21.403Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 2</h1>""}, ""control"": {}}",Response,_Response
{},388,2025-10-28 19:52:33,False,,,Response,13,info,,InfoPage,True,"{""time_taken"": 30.531, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:52:03.662Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:52:03.668Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:52:03.668Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:52:03.674Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:52:03.674Z"", ""info"": null}], ""prompt"": {""text"": ""<div>\n  <link href=\""/static/text-style.css\"" rel=\""stylesheet\"">\n  <link href=\""/static/big-font.css\"" rel=\""stylesheet\"">\n  <p>\n        You will play the game for several rounds. In each round, you will have the\n        \n    <strong>same tools</strong>,\n        but\n        \n    <strong>different starting ingredients</strong>. As you play the game,\n        you will learn the rules that determine how items combine and how valuable\n        each item is. These rules might be intuitive, but they might also be\n        unintuitive, so you should try different combinations and see what\n        happens.\n        \n  </p>\n  <p>\n        Your score in each round will be the value of the most valuable item you\n        created. For example, if you had the two items below in your inventory,\n        your score would be 16.\n        </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of multiple items and their values\"" src=\""static/instruction-screenshots/multiple-values-screenshot.png\"" style=\""max-width: 66%;\"">\n  </div>\n  <p>\n        Your score can't go below 0, even if all of your items have negative\n        values.\n        \n    <strong>The maximum possible score is 100 in every round</strong>\n        You will earn a\n        \n    <strong>bonus of up to $1</strong>\n        based on your performance.\n        \n  </p>\n  <p>\n        Ingredients all have\n        \n    <strong>features</strong> that determine how they\n        combine with other ingredients and how valuable they are. These features\n        change when you apply tools or combine them with other ingredients. You\n        can see an ingredient's features by hovering over it with your mouse.\n        \n  </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of an ingredient's features\"" src=\""static/instruction-screenshots/features-screenshot.png\"" style=\""max-width: 50%;\"">\n  </div>\n  <p>\n        You can take notes throughout the experiment using the scratchpad on the right side of the screen. The text in the scratchpad will stay from round to round.\n        </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of the scratchpad\"" src=\""static/instruction-screenshots/scratchpad-screenshot.png\"" style=\""max-width: 70%;\"">\n  </div>\n  <p>\n        It is possible that one of your items might get stuck somewhere where you can't click it. If this happens, you can refresh the page and your inventory will be preserved.\n        </p>\n  <p>When you are ready, click the &quot;Start&quot; button to play a practice game.</p>\n</div>""}, ""control"": {}}",Response,_Response
{},389,2025-10-28 19:52:39,False,,,Response,13,info,,InfoPage,True,"{""time_taken"": 5.409, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:52:35.002Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:52:35.008Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:52:35.008Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:52:35.014Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:52:35.014Z"", ""info"": null}], ""prompt"": {""text"": ""<div className=\""flex flex-col items-center text-left max-w-xl space-y-2\"">\n    <h1 className=\""text-2xl font-bold\"">Practice Game</h1>\n    <p className=\""text-lg w-full\"">\n      Before playing the main game, you will play a simplified practice game. In\n      this game, the ingredients are all playing cards. Your goal is to make a good hand of cards.\n    </p>\n    <p className=\""text-lg w-full\"">\n      This game will repeat until you earn a score of 80 or more.\n    </p>\n  </div>""}, ""control"": {}}",Response,_Response
{},390,2025-10-28 19:52:44,False,,,Response,8,game,,ModularPage,True,"{""time_taken"": 8.225, ""platform"": ""Chrome 139.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:52:34.888Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:52:34.892Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:52:34.893Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:52:34.897Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:52:34.897Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 3</h1>""}, ""control"": {}}",Response,_Response
{},391,2025-10-28 19:52:53,False,,,Response,12,info,,InfoPage,True,"{""time_taken"": 23.284, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:52:30.282Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:52:30.291Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:52:30.291Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:52:30.296Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:52:30.296Z"", ""info"": null}], ""prompt"": {""text"": ""<div>\n  <link href=\""/static/text-style.css\"" rel=\""stylesheet\"">\n  <link href=\""/static/big-font.css\"" rel=\""stylesheet\"">\n  <p>\n        You will play the game for several rounds. In each round, you will have the\n        \n    <strong>same tools</strong>,\n        but\n        \n    <strong>different starting ingredients</strong>. As you play the game,\n        you will learn the rules that determine how items combine and how valuable\n        each item is. These rules might be intuitive, but they might also be\n        unintuitive, so you should try different combinations and see what\n        happens.\n        \n  </p>\n  <p>\n        Your score in each round will be the value of the most valuable item you\n        created. For example, if you had the two items below in your inventory,\n        your score would be 16.\n        </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of multiple items and their values\"" src=\""static/instruction-screenshots/multiple-values-screenshot.png\"" style=\""max-width: 66%;\"">\n  </div>\n  <p>\n        Your score can't go below 0, even if all of your items have negative\n        values.\n        \n    <strong>The maximum possible score is 100 in every round</strong>\n        You will earn a\n        \n    <strong>bonus of up to $1</strong>\n        based on your performance.\n        \n  </p>\n  <p>\n        Ingredients all have\n        \n    <strong>features</strong> that determine how they\n        combine with other ingredients and how valuable they are. These features\n        change when you apply tools or combine them with other ingredients. You\n        can see an ingredient's features by hovering over it with your mouse.\n        \n  </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of an ingredient's features\"" src=\""static/instruction-screenshots/features-screenshot.png\"" style=\""max-width: 50%;\"">\n  </div>\n  <p>\n        You can take notes throughout the experiment using the scratchpad on the right side of the screen. The text in the scratchpad will stay from round to round.\n        </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of the scratchpad\"" src=\""static/instruction-screenshots/scratchpad-screenshot.png\"" style=\""max-width: 70%;\"">\n  </div>\n  <p>\n        It is possible that one of your items might get stuck somewhere where you can't click it. If this happens, you can refresh the page and your inventory will be preserved.\n        </p>\n  <p>When you are ready, click the &quot;Start&quot; button to play a practice game.</p>\n</div>""}, ""control"": {}}",Response,_Response
{},392,2025-10-28 19:52:55,False,,,Response,12,info,,InfoPage,True,"{""time_taken"": 1.084, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:52:54.383Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:52:54.391Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:52:54.391Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:52:54.395Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:52:54.396Z"", ""info"": null}], ""prompt"": {""text"": ""<div className=\""flex flex-col items-center text-left max-w-xl space-y-2\"">\n    <h1 className=\""text-2xl font-bold\"">Practice Game</h1>\n    <p className=\""text-lg w-full\"">\n      Before playing the main game, you will play a simplified practice game. In\n      this game, the ingredients are all playing cards. Your goal is to make a good hand of cards.\n    </p>\n    <p className=\""text-lg w-full\"">\n      This game will repeat until you earn a score of 80 or more.\n    </p>\n  </div>""}, ""control"": {}}",Response,_Response
{},393,2025-10-28 19:52:58,False,,,Response,8,game,,ModularPage,True,"{""time_taken"": 11.369, ""platform"": ""Chrome 139.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:52:45.908Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:52:45.912Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:52:45.912Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:52:45.917Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:52:45.917Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 4</h1>""}, ""control"": {}}",Response,_Response
{},394,2025-10-28 19:53:06,False,,,Response,12,practice_game,,ModularPage,True,"{""time_taken"": 10.333, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.3, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:52:56.449Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:52:56.456Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:52:56.456Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:52:56.460Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:52:56.461Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},395,2025-10-28 19:53:13,False,,,Response,8,game,,ModularPage,True,"{""time_taken"": 12.532, ""platform"": ""Chrome 139.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:52:59.991Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:52:59.996Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:52:59.996Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:53:00.000Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:53:00.000Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 5</h1>""}, ""control"": {}}",Response,_Response
{},396,2025-10-28 19:53:14,False,,,Response,12,practice_game,,ModularPage,True,"{""time_taken"": 6.591, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.3, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:53:07.673Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:53:07.680Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:53:07.681Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:53:07.690Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:53:07.690Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},397,2025-10-28 19:53:20,False,,,Response,12,practice_game,,ModularPage,True,"{""time_taken"": 5.598, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 9.2, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:53:15.112Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:53:15.118Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:53:15.118Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:53:15.124Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:53:15.124Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},398,2025-10-28 19:53:27,False,,,Response,12,practice_game,,ModularPage,True,"{""time_taken"": 5.75, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.3, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:53:21.584Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:53:21.589Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:53:21.589Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:53:21.594Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:53:21.594Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},399,2025-10-28 19:53:33,False,,,Response,8,game,,ModularPage,True,"{""time_taken"": 17.189, ""platform"": ""Chrome 139.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:53:15.203Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:53:15.208Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:53:15.208Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:53:15.213Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:53:15.213Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 6</h1>""}, ""control"": {}}",Response,_Response
{},400,2025-10-28 19:53:38,False,,,Response,12,practice_game,,ModularPage,True,"{""time_taken"": 9.866, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.3, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:53:28.169Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:53:28.172Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:53:28.172Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:53:28.177Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:53:28.177Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},401,2025-10-28 19:53:44,False,,,Response,12,practice_game,,ModularPage,True,"{""time_taken"": 4.842, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.3, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:53:39.273Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:53:39.277Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:53:39.277Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:53:39.282Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:53:39.282Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},402,2025-10-28 19:53:50,False,,,Response,8,game,,ModularPage,True,"{""time_taken"": 14.581, ""platform"": ""Chrome 139.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:53:35.102Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:53:35.107Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:53:35.107Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:53:35.111Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:53:35.112Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 7</h1>""}, ""control"": {}}",Response,_Response
