trial_id,participant_id,chain_id,domain,message,chain_pos,condition
338,261,26,decorations,"1st user: Don't overmix!!! Use your best logic (cut paper, soft with soft, etc). 2nd user: Mixing isnt working well. Hard to figure combos. Cut items seem to match. Most i got was 50 using only cut items. Experiment with soft items so you can add feedback for the next person.",3,chain
341,251,45,animals,"Combine two of the four animals after aging them a few times (or max,) then with those two you combined add a couple mutations. Repeat for the other two animals left. Do not overcomplicate, you will get points deducted.",3,chain
344,261,51,animals,use first item. The growth serum works with everything,3,chain
345,269,13,cooking,"I couldn't find any combinations that gave me above 40. I made the following:
- cooked soaked tortilla  wrap
- cooked tomato omelette
- cooked bacon vegetable medley",3,chain
346,258,47,animals,"Mutation barely ever is good.  Also, putting growth serum on panda, whale, lion, kangaroo, snake, elephant. zebra or shark produces most points",3,chain
347,252,53,animals,"Knowing when to use the catalyst and the growth serum is very important. Mix around the options, even if you go negative for score.. maybe adding more will make the score higher hmmmmm",3,chain
350,252,11,cooking,Cook everything you use. Don't combine everything though. play safe,3,chain
351,261,20,cooking,"just cook things you normally would in real life
Don't cook soaked things. In fact, using water seems to be counterproductive.",4,chain
352,269,53,animals,"Knowing when to use the catalyst and the growth serum is very important. Mix around the options, even if you go negative for score.. maybe adding more will make the score higher hmmmmm",4,chain
354,258,16,cooking,"Cooking something twice doesn't make it better, and most times will make it negative. I tried making a BLT and it was marked as overcomplicated, so try and stick to only 3 ingredients mixed together. Cook the ingredients. beef or fish and vegatble mix give high points.",4,chain
355,252,39,decorations,"Always frame last as combining something already framed will break the frame.
Don't do too much - it makes things overcomplicated and those combinations lose points.
Mixing one soft thing with one hard thing usually had good results. Framing it as the final touch always gave me 50 points..
Don't cut wood or hard things. watch out",4,chain
356,269,29,decorations,Combine what would look nice as a picture on the wall. Just combine two or three ingredients you think would look nice together,4,chain
357,256,19,cooking,"Don't cook twice.

fire for vegetable = 20

fire for protien =20

water + fire for grain = 20

Combine no more than three for highest score.

Vegetable + grain + protein order seems to work best.

Not sure if order of combining makes a difference.",4,chain
358,269,77,potions,The best combo is 2 liquid and then put the filter on top of them or two solid and put the vial on top,4,chain
363,273,73,potions,"Put a filter on Luquids or Gases
Put a vial on solid items
Mix common items with one not common for 100

DO NOT MIX THE COMBINATIONS",4,chain
364,279,52,animals,You should use growth serum only once on each and just submit. . I got maybe around 5-15 but for the most part I really struggled with getting any points at all. Be experimental and you will earn more points.,3,chain
366,279,18,cooking,"water is useless. Also do not over complicate things. Only add things that make sense, it deducts points if you try to create anything new. Don't add too many ingredients",4,chain
369,281,50,animals,Combine animals (2 works best I've found). If you combine all animals they become overcomplicated resulting in a negative score. Mutate them twice. Some turn into leviathans. Some grow into super-mutants. You can grow animals before combining as well. The highest I scored was 50,4,chain
372,279,70,potions,"don't over-combine
don't combine similar elements (flowers and flowers) together. Use the filter it helps.",4,chain
373,279,21,decorations,"Group cut-able objects together and add scissors. Then group non cut-able objects together with frame.

Do not combine more than 2 objects before cutting or framing. If I had 3 cuttable items, I used one with a non cuttable item.
I put the hardest objects together or softest",4,chain
374,273,59,animals,"Combine only animals and non animals
Don't Use catalyst
Not really sure how this one works though",4,chain
377,273,10,cooking,"Two Veg + Stove = ?

Meat + Stove = ?

Mix the two from above

no bread

I can't get 100

This is what was prev said: ""This round was fun. Just make good dishes. As you would in real life from the pantry. / here's a recipe I thought was tasty: if you combine two vegs (in name not necc. tag?) cook them and combine with a cooked meat, that resulting medley is pretty fat score-wise, give it a wallop. Water didn't help""",4,chain
378,281,7,cooking,"Here are tips for several different rounds to maximize your points:

Grab the beans but don't soak them, just cook them

Soak rice in water and then cook on stove

Then, combine the cooked beans with the soaked rice

Cook the bacon with stove. Then, put bread on TOP of bacon

Cook fish on stove. Then, add fresh mushrooms but don't cook them. Then, add corn on top of fish and mushroom

Cook egg on stove. Then cook potato separately with stove. Then, place potato on top of egg.

Cook beans, potatoes and mushrooms separately with stove. Then, place potatoes on top of beans. Then, place mushrooms on top of potatoes.

You can combine ingredients to make stews.",4,chain
379,273,40,decorations,"cut hard things twice soft things once

artificial + natural then + frame

OR

soft artificial + soft natural + frame

Cut before combining.Always do the soft one first",3,chain
380,281,80,potions,"Use filters for liquids and gases. Use vial for anything that is solid. Combine the liquids or gases together. Combine solids together.

You can combine vials and filters. Sometimes they work and sometimes not. I haven't cracked the code.

If you combine all ingredients it will become overcomplicated resulting in a negative score

Magical and mundane do not go well together.",4,chain
381,285,4,cooking,"Cook proteins (fish/bacon) and put everything else in water to wash them then cook them. Next combine at maximum three items to get the best dish, at most times going to 4 items will bring you back to 0.",4,chain
382,281,38,decorations,"Adding the frame last seems to work best

Adding too many ingredients overcomplicates the items resulting in a negative score.

If you double frame items they will become ruined frames resulting in negative score.

If you cut soft items first score is larger

frame hard items and cut soft items",3,chain
383,275,13,cooking,"Combine two of the same type with one of the other type for the best score it seems, you can cook after combining the 3. Never water.",4,chain
384,285,28,decorations,"Try to put things that make sense together.
Here are two trios that will gives you points for at least
two of the rounds (don't add anything else):
Frame + Scissors + Newspaper = 45 points
Scissors + Cardboard + Pinecone = 55 points

Here are some combos I found to award a lot of points:

Frame, newspaper, scissors = 45

Cut newspaper, cut sunflower, add thread = threaded sunflower for 80 then add frame for 100 points

Cut leaf, cut ribbon, combine, then add frame for 100 points

Cut newspaper, cut yarn, combine, then add frame for 70 points

Cut newspaper, cut thread, combine, then add frame for 70 points

Combine paper and feather, use scissors to cut them, then add frame for 100 points",4,chain
386,275,78,potions,"Combine only 2 ingredients that have both been successfully filtered or vialed (but not both)

Combining 2 of the same type after filtering them gave me 80's at first but it stopped working after a while",4,chain
389,285,45,animals,"Combine two of the four animals after aging them a few times (or max,) then with those two you combined add a couple mutations. Repeat for the other two animals left. Do not overcomplicate, you will get points deducted.

Try to only grow or mutate animals 2 times, the third time will usually be too much.",4,chain
390,285,68,potions,"most liquids can be filtered, and solids can be extracted with vial. Do that first.. Similar themes go well together. (unicorn +rose or basilisk + batwing)

I got like 0 points on all of them bc I was overcomplicating them, you really only need 2 ingredients to get to 100. I found that these three recipes give a lot of points:

Filtered kraken ink and tree sap blend is 100 points, first filter tree sap, then filter kraken ink, then combine.

Filter honey nectar, then filter kraken ink, combine those two together for 100 points.

Filter kraken ink, vial unicorn extract, then combine those for 60 points",4,chain
392,291,31,decorations,Add a soft natural and soft artificial together for 30 then add scissors for a total of 80,4,chain
393,291,57,animals,It is more favorable in the long run to combine two animals that are from the same environment and not use the mutation. DO not use growth more than twice,4,chain
394,291,63,potions,Use the vial on an ingredient. Do that again. Combine. Note some ingredient doesn't work with the vial.,4,chain
395,291,3,cooking,"fish + lettuce + stove = 80
even this doesn't get you 80 add corn

beef+pepper+stove=80

beef+broccoli+bread+stove=80

egg+green bean+tortilla+stove+80

bacon+potato+corn+stove=80",4,chain
404,308,1,cooking,"Start with stove. Then drag 3 ingredients onto the stove: 1 veggie, 1 protein, and 1 grain. Don't include water and don't go over 3 ingredients.",4,chain
405,308,52,animals,"I struggled to find any real pattern here. Seemed like the more combinations I put in one round result in a lower score. I would just take two animals that live on different surfaces, put them together, and then take your 5 points and move on. Otherwise maybe you can crack the code better than me.",4,chain
406,309,27,decorations,"Cut the items before you combine and then frame it

artificial and natural soft together is high",4,chain
408,293,76,potions,"Choose 1 ingredient and then vial or filter, before choosing another ingredient. Filter works on gases and breath, vial is good for extracting liquids like from dandelions and mushrooms. If you have a negative score after mixing things together, try adding a vial again or a filter again. Sometimes it makes your score go up.",4,chain
409,308,38,decorations,"Add scissors first -> drag artificial, soft item to scissors -> drag new scissor to board -> drag natural, soft item to new scissors -> combine the two cut pieces -> drag frame onto combined two cut item -> Profit (100 points every time)",4,chain
411,309,79,potions,"Filter liquids and gasses, Vial solids for extracts. Only combine 1 type of item at a time dont mix 2 different types at once.

Solid mundane/magical combined with exact same is negative...but becomes positive when in a vial but not super high

Gas mundane with gas magical is negative initially but high when filtered

Solid mundane combined with solid magical is high when filtered",4,chain
413,308,61,potions,"I wasn't able to figure out the ideal mix. Spent the first few rounds overcomplicating and creating terrible negative scores. My advice?:
Add filter -> drag 1 gas or liquid onto filter -> take your 30 points and submit. 
Save yourself all the negative points from experimenting.",4,chain
415,309,17,cooking,"Try to combine ingredients that you would actually cook together.

3 cooked items is very positive ....... 1 veg, 2 protein or 2 veg 1 protein

Never add tortilla and wheat together",4,chain
416,314,64,potions,Filtered whispering wind and the amber filter will get you to 100. Use the filter for things that need filtering only.,4,chain
417,315,8,cooking,"Cook vegetables with water, and be careful when adding ingredients like raw eggs. Do not overcomplicate. If meals are already cooked, don't cook them again.",4,chain
418,309,56,animals,"Mutant will not do anything. Try combining those animals and use the growth serum instead.  Do 3 instead of 4 animals.

2 land + 1 air is only 25

air land water is 35 after growth serum

3 small with serum is only 20",4,chain
419,314,30,decorations,"Keep it simple and cut each item once. It should be equal to 25 individually. Once they are cut, combine them, and then frame them.",4,chain
421,314,15,cooking,Combine ingredients that can be cooked on the stove(tool) and make a meal afterwards (combine individual ingredients).,4,chain
422,315,42,animals,"Mutation catalyst is useless, and it never produced any positive points, no matter how i combined it. Growth serum should be used twice; the third time is already a risk.",4,chain
423,314,49,animals,Don't use the mutation catalyst. Don't combine everything.,4,chain
424,317,74,potions,"Vial for extract, filter for filter. Combine the best outcome extract with the best outcome filter for most of the highest-scoring results. There are some exceptions, such as one where 2 extracts can be combined.

It seemed like a lot worked here.  It will look bad, like -60, then add vial and it goes to 100",4,chain
425,315,67,potions,Filtered Morning Dew and filtered Ghostly Vapor produce 100 points. Filter non-solids and vial solids for maximum points.,4,chain
426,317,60,animals,Try different combinations and don't use the multiplier too often.,4,chain
427,315,36,decorations,"Once you frame the object, don't add anything else to it. it will take you straight into negative points territory.",4,chain
428,302,9,cooking,"Cook what you would eat. Just mix 2 or 3 ingredients only.

Don't cook wheat

Cooked Corn + Cooked fish+ Cooked potato= 100%",4,chain
429,317,11,cooking,Cook everything you use. Don't combine everything though. play safe,4,chain
431,320,66,potions,"Sort by liquids/gases or solids
Use Filter for liquids/gases. Use Vial for solids.

ONLY mix two combined items together not 3. 

Only mix the ones with vials with ones with vials and ones with filters with the ones with filters.",4,chain
432,317,40,decorations,"cut hard things twice soft things once

artificial + natural then + frame

OR

soft artificial + soft natural + frame

Cut before combining.Always do the soft one first",4,chain
433,321,5,cooking,"Use stove on all ingredients. Ingredients that don't benefit from stove you can use water on. Combining 3  ingredients, then cooking them on the stove usually produced good results, scored 80 points on most rounds by doing this!",4,chain
434,321,44,animals,Combine three animals that can work then mutate twice before finally adding growth serum.,4,chain
435,328,51,animals,Use the growth serum on the individual animals. It has a better effect the larger the animal is. The mutation catalyst seemed to hinder the growth serum's benefits. Do not use the serum on the combined animals if you did them individually or it could lessen the score.,4,chain
436,320,34,decorations,"Scissors on soft, never hard.

Combine two cut things.

Cut, Artificial + Cut, Natural = Best result.

Don't combine 3 things.

Probably don't combine two framed things.

Method not clear for this set :/",4,chain
437,321,26,decorations,"1st user: Don't overmix!!! Use your best logic (cut paper, soft with soft, etc). 2nd user: Mixing isnt working well. Hard to figure combos. Cut items seem to match. Most i got was 50 using only cut items. Experiment with soft items so you can add feedback for the next person.
3rd user: don't mix too much and try to match soft items together and hard items together.",4,chain
439,320,47,animals,"Pick 3 largest of each locale (air, land, water). Combine the 3. Grow, mutate, grow, mutate.",4,chain
440,322,32,decorations,"Scissors was more reliable. Combining scissors with ingredients produced more consistent positive points.

Scissors seemed to do better on softer objects. Using them on harder objects just seemed to result in negatives. Framing seemed very mixed in terms of results and often resulted in huge losses except when score was already high (60+).",4,chain
441,328,62,potions,"liquid, magical, filter= 30

liquid, magical, filtered + liquid filtered mundane = 100

Vial + solid mundane = 30

Vial + solid magical = 30

Vial + solid magical added to Vial + solid mundane = 100",4,chain
442,331,2,cooking,"cook things that would go together in real life, one at a time then combine. The stove is more successful.",4,chain
443,321,71,potions,"I do not really have much advice. I didn't get many points. My best round was 60 points and that was when I just mixed things together excessively.

It was hard to find any combinations that produced good results. My best advice is to mix one tool with one ingredient, but don't mix two ingredients as this always resulted in negative points. The most I could get was 30 points which was by making an ingredient into a vial or filtering it.",4,chain
444,322,41,animals,"don't over combine. 
just two animals are okay and they should animals that lives on land and air. choose two animals like the prompt stated",4,chain
445,322,75,potions,Knowing what to mix is hard. Just be careful with filtering was difficult though but be careful,4,chain
446,328,6,cooking,"Protein stove =20

3 veg combined= 20

3 veg + cooking= 60

stove + protein, veg, grain= 80",4,chain
448,331,23,decorations,Careful combining ingredients with frame. Use scissors with items that make sense. Cut flowers and ribbon before combining them.,4,chain
449,328,22,decorations,"Scissored natural + Scissored Artificial +frame= 100

Do not cut hard things.
Add the frame last.",4,chain
450,331,55,animals,You can individually get each creature high by doing mutant>growth>mutant>growth. After doing that you can combine up to 3 of them.,4,chain
451,333,33,decorations,do not use scissors on wood and rock. Use the scissors on the soft items each at a time then combine them at the end.,4,chain
453,333,54,animals,"Do not use the mutation catalyst. when you reach 15 points, start joining the animals",4,chain
454,333,43,animals,"Mix two animals before adding a serum, then add the serum. After adding the serum several times, add the serum to the third animal separately until it hits 15 points. Mix the two",4,chain
455,330,37,decorations,"Ingredients are divided between artificial, natural, soft, and hard. To reach 100 score, pick only two ingredients to work with, including one natural and one artificial. Cut each ingredient separately according to its hardness (one cut for soft, two cuts for hard). Then combine the two ingredients and frame them once. Do not use more than two ingredients, and do not frame twice.",4,chain
461,343,48,animals,Combining all the animals gives you lower score.,4,chain
462,342,35,decorations,Simply cut and frame items. Do not include everything. be realistic,4,chain
463,342,58,animals,I didn't good on this one.3 animals the toogle the 2 processes. I didn't do well.,4,chain
464,342,46,animals,"It is best to use growth serum before mutating
zebra shark growth serum",4,chain
465,343,25,decorations,Combine two soft items and cut with scissors.,4,chain
4,11,81,cooking,3 items combined and the stove worked best for me.,,individual
6,12,81,cooking,"If you use up all the ingredients you will most likely get ""overcomplicated"" and the score becomes zero. 

To cook rice you simply use the stove on rice, no need to use water. 

The highest I ever got in any round was 80 points, so I have no idea how to get 100. Good luck!",,individual
14,10,81,cooking,"Hello, I found the key to scoring high is using the tools ( grey background items) effectively since they give the biggest value increases.",,individual
19,17,84,potions,"Try not to worry about finding the right combination or you'll be playing this game forever. If you get any points, take them and walk away.",,individual
42,27,84,potions,"Try not to combine two already mixed elements, as many tend not to give points. Try combining two items and then combining them with one of the tools",,individual
48,31,82,decorations,Try adding items that makes sense . Don't add too many items,,individual
52,34,81,cooking,Leave one item out. If you use every ingredient it overcomplicates. Only cook each item 1 time.,,individual
55,35,84,potions,"It is very easy to get a score of 100 on each round.
First when you hover over the items you will see if they are a solid, gas, liquid and either magical or mudane.  And solids you should merge with the vial.  Any gas or liquids you should merge with the filter.  Then take one mudane item that is worth 30 points and one magical item worth 30 points and combine them and you will get a 100 point item.",,individual
59,36,84,potions,"to score 100 every time there is only one way. you first have to put each individual ingredient in a vial or filter it. If it is solid you HAVE to put it in a vial, but if it is gas or liquid, you HAVE to filter it. make sure one is mundane and one is magical. it does not matter if you use solid/liquid/gas, as long as one if mundane and one is magical after you filter it or vial it. once you have one filter/vialed mundane, and one filtered/vialed magical, you combine them together and it'll score 100. combining two magical or two mundane will score 60. combining more than two can drop the score because it becomes over complicated.",,individual
63,42,82,decorations,"Try cutting soft things and combining them twice. Don't combine things more than twice. For example: Paper and flower cut both, combine both after they are cut and frame it. Should land 100 points. I haven't figured out what to do with the hard items, but most soft things seem to be cut and combine for 50-80 points and then frame.
cut paper + cut sponge, cut paper+ cut feather, cut paper+ cut mushroom, etc. Just make sure to frame it after. Framing seems to add 20 pts to anything except from hard stuff, think it just damages the frame instead. Good luck!",,individual
64,44,82,decorations,"soft artificial + soft natural -> scissors -> frame = 100
soft artificial + soft artificial -> scissors -> frame = 80
soft artificial -> scissors -> frame = 45",,individual
70,48,83,animals,"Try to not put all your selections together right away,, sometimes the selections do not favor. Instead, try to add the serum to each before combining.",,individual
87,63,83,animals,Three animals + one growth serum seems to have the best results. Mutation seems to always make the hybrid negative.,,individual
91,65,84,potions,Combining plants and liquids with mandrake root usually works well.,,individual
92,69,81,cooking,"1 grain soaked and cooked, 1 protein cooked, 1 veg cooked =100 add protein last, use three types worth 20",,individual
93,67,84,potions,"Hello, Mix herb like ingredients and filter. This strategy worked the best for me. Good luck",,individual
96,76,81,cooking,Try as much as possible to use the stove with simple matching ingredients like meat with grains or veggies as it usually gives a score range between 40-60.,,individual
100,80,84,potions,"Take your time with figuring out the patterns, but it seems like combining a filtered item with a vialed item that is near or could easily combine would be worth trying out.",,individual
101,82,83,animals,"to yield a good score, choose the animals that are mostly compatible then add the growth serum. A case example is the one for elephant and shark, combine both of them then add a growth serum. While giraffe and panda and serum to both then combine .  Also for panda and lion, combine the add serum.",,individual
102,88,81,cooking,Just try not to overcomplicate things by mixing too many ingredients at one time,,individual
106,102,81,cooking,Look for blooms of 60s and 80s. Try setting up two plates. Keep chin up and get hungry!,,individual
110,103,84,potions,"filter the dragons breath
filter basilisk
 filter tree sap
 filter basilisk venom
filter honey necter
vial with rose petal
vial with batwing
vial with sunstone
vial with amber
Most of the above ingredients after combined with their tool will combine with another ingredient and their tool, totaling 100, some ingredients like unicorn horn and ghost vapor, I don't believe combined with anything, but not sure.",,individual
117,117,81,cooking,Don't combine all ingredients. That would always bring my score back to zero. It seems water does nothing to add points. Adding as many meats as possible usually resulted in the highest scores. Combining three ingredients usually resulted in the highest scores I got.,,individual
123,115,83,animals,"You want to make the best possible combination of 2 animals. Use growth serum once on each animal, and combine the two largest animals together with both animals living in different areas (land + air , air+water, or land+water) to get an extra 5 points beyond the sum of the two animal scores. In some cases, the two largest animals are living in the same area, and you will not gain extra for the hybrid bonus between 2 animals living in different areas. If you use the growth serum twice on one animal, its score will go negative. The mutation catalyst will always make an animal go negative.",,individual
126,122,81,cooking,3 ingredients work best for points. Anything over 3 will give you negative points,,individual
133,123,83,animals,"In the initial rounds, experiment with ingredients that have low starting values (Value 0). They often contain a Level 1 feature that the tools can quickly elevate to Level 3 or 4, making them highly profitable. Don't waste tools on ingredients that already have a mid-range value (e.g., 30-40), as they may be closer to their value cap.",,individual
136,112,84,potions,"Quick Tips for Success:
Tools (grey) can be reused—apply them to high-value items after combining.
Combine lower-value ingredients first; some items (like high-value ones) give 0 if combined.
Track combinations and results in the scratchpad.
Your score is the highest-value item, so focus on maximizing one or two items.
Experiment with order: tool → combine or combine → tool for best results.",,individual
138,125,84,potions,"Most solid things are for the vial not filtering.  Honeys, winds, liquids, those need to be filtered.",,individual
140,128,83,animals,I never got the mutation action to gain points.,,individual
141,131,82,decorations,"scissors and pinecone is bad

thread and scirrors work well

beaded mushroom good

beaded wood frame

cut paper mushroom

cut things that can be cut with scissors

cut mushroom ribbon",,individual
145,133,81,cooking,try as much as possible to combine something that actually make a real meal,,individual
148,136,84,potions,"You should filter liquid items and ""extract"" (with the vial) solid items. Once filtered or extracted, you can combine one magical and one mundane to get something worth 100. If you have only mundane items, you can extract one of them, then expose that extract to a gas/vapor, then filter to get a final extract worth 100.",,individual
149,137,81,cooking,Try cooking what makes sense. Like something you would want to eat. And don't use water.,,individual
150,142,84,potions,Use the filter on liquids & gas. Use the Vial on solids. 1 mundane + 1 magical always. Do not combine them until they are in the same state. Filtered gas & extracted solids become liquids.,,individual
152,144,83,animals,"I would recommend combining three of the animals, adding the growth serum once, then the mutation catalyst twice (the first time will lower the score, the second will raise it), then adding the growth serum a second time will sometimes raise the score and sometimes lower it, so it's a chance you have to take depending on how high your score is after the 2 mutation catalysts. Adding too many animals together or adding either of the mutation catalysts or growth serum too many times will tank your score.",,individual
154,143,82,decorations,"bark wood frame for 20 points

ribbon flower scissors for 80 points

sponge feather scissors for 80 points

flower sunflower frame for 20 points

mushroom yarn scissors for 80 points

pinecone and thread for 30 points

paper ribbon fram for 20 points

newspaper and shell for 30 points

newspaper shell scissors for 25 points

sponge cardboard frame 20 points

newspaper cardboard scissors 50 points

pinecone bark frame 20 points",,individual
159,154,83,animals,"If you're doing the animal game, the growth serum usually leads to better results",,individual
164,161,81,cooking,"To maximize your score, use one of each: protein, grain, and vegetable in your dish. Do not cook any ingredient more than once or the resulting dish will be overcooked.",,individual
167,162,83,animals,Try not to overload the experiments try two first if you get zero add another experiment to it Add a growth and submit,,individual
168,163,84,potions,"Steps for Success

1. Combine solids with a vial 
2. Combine liquids and gasses with a filter. 

You want to combine the ingredients with the tool first!!

3. Combine one filtered/extracted mundane ingredient with an filtered/extracted magical ingredient.  

Liquids goes with Liquids only",,individual
183,171,84,potions,"Start by adding filters to either liquid or gas materials, or add vials to solid materials. Then look add these combinations to get max points:
liquid extracted magical + liquid extracted mundane = 100
liquid filtered magical + liquid extracted mundane = 100
liquid filtered magical + liquid filtered mundane = 100",,individual
185,174,83,animals,"I think you may only be able to combine 3 animals maximum. The small animals can be ultra grown, medium can be super grown, and large can be grown before they go negative. I could not find any positive outcome of using the mutation. It always made my score more negative, but I couldn't score higher than 55 either.",,individual
197,181,82,decorations,"Combine two soft ingredients - one natural, one artificial. Cut those ingredients one time.",,individual
201,184,82,decorations,makethe right choices,,individual
202,183,81,cooking,"Don't try to overcomplicate the recipe. Have one protein and cook it. Have a mixture of vegetables and combine it with the cooked meat to score the highest. Don't use every ingredient, no idea what the water is used for or how it can help.",,individual
217,191,81,cooking,"Adding all ingredients, regardless of steps seems to give an overcomplicated penalty.

Water + Egg + Stove is not a poached egg even though it should be.

It will never make a stew no matter how hard you try",,individual
218,192,84,potions,When you find 2 30s combine them.  Use a vial on each one and then combine.  You will get 60 or 100,,individual
219,194,84,potions,"physical items go in the vial
air/water/fire etc goes with filter
create 2 of either vial or filter and combine them for 100 points 
filter/filter vial/vial is the safest bet, some filter/vial combinations work but is risky
100 points is the cap for each round",,individual
225,200,83,animals,"Focus on the animals that live on land and don't add more than two. Always select the bigger animal before the smaller one. If there are small animals that live on land, go for them. This should give you some points. For the tools, don't use the mutation but always use the grown serum. Use more if the animals are very small and less if the animals are big.",,individual
228,203,83,animals,Don't get greedy. I was not able to ever get higher than 40. If you combine too much it goes negative. Couldn't find a clear pattern - might have to do with animal size?,,individual
247,213,81,cooking,"Try to combine items with similar characteristics first, then with dissimilar characteristics, and note down, with some care, how the value varies with each transformation of the feature, since the rules are typically founded on simple manipulations of features.",,individual
251,217,81,cooking,use the stove to cook,,individual
252,219,82,decorations,"Combine soft items with soft items, hard with hard. 
Cut items before combining them. 
Don't try to combine everything together.",,individual
266,221,81,cooking,You can use the water and oven for each individual ingredient. I thought you had to only use water or stove once. Nope. You can use them multiple times each round.,,individual
279,227,81,cooking,"If you combine more than 3 food ingredients you will not get a lot of points.
Combine water with either rice, wheat, tortilla or bread and then once it is soaked cook it 
After that cook a meat item and a vegetable and then put them all together.
If more than 2 vegetables, leave one out. If you have more than 3 ingredients you will lose points",,individual
308,242,82,decorations,There was no rhyme or reason that I could figure out besides this: simple is better.,,individual
314,244,84,potions,"Do your best to maintain at least a plus 30. Once you identify ingredients for portions, put them in the same mixture and vie versa. Don't be greedy, if you get to plus 70, better submit it before you shoot to a big negative.",,individual
328,254,81,cooking,Follow the characteristics of every ingredient and test various combinations: unusual couples bring out the most value recipe. Record notes in the scratchpad and use your tools at will to follow trends that can be used throughout rounds.,,individual
339,259,83,animals,"Just try and avoid using the mutation catalyst, it leads to zero points",,individual
342,265,83,animals,Use growth serum often to combine more and increase the score when they both live at the same place,,individual
370,278,82,decorations,The scissors should be put in a soft thing you can cut and also be framed if necessary,,individual
371,277,82,decorations,match the frame with items that work naturally,,individual
375,283,82,decorations,Some items like yarn are worth more when you cut them. Don't use scissors after adding a frame. The combinations are kind of intuitive. Don't combine more than two.,,individual
385,286,84,potions,"Most items get filtered, outside of dragon scale, volcano, etc. Most liquids go into the vials as well. Trial and error is what works here",,individual
387,288,83,animals,larger animals usually bring about increased points but don't overcomplicate it due to lower points,,individual
388,287,84,potions,"dragon breath, dragon scale
rose petal, nectar corn",,individual
397,297,83,animals,it is not as easy as it looks,,individual
398,300,82,decorations,"Go with your gut. I found I got the most points from combining logical items like cut-feather-paper-frame. If you try to combine too many things, it will tell you your creation is 'overcomplicated'.",,individual
399,296,82,decorations,Finding realistic tools and combine them to build up points.,,individual
402,303,82,decorations,Try combining the ingredients in a way that they follow a certain order of adjectives,,individual
407,305,83,animals,mutation catalyst=0. Don't use it,,individual
412,310,83,animals,"To get maxium points, first add together a land animal and an ocean animal. Once those are combined, then add a flying animal. After that, you should be up to about 5 or 10 points. Then add the growth serum ONLY ONCE. It will get you up to 30-45 points. Don't add the growth serum more than once or it will reduce points. Don't ever add the mutation tool! It will bring your points way down. Also, don't ever combine all 4 animals! It takes your points way down.

So in summation: 1 land animal + 1 sea animal + 1 flying animal + growth serum = best result",,individual
458,340,82,decorations,When cutting items if the first cut is negative points cut again but if the first cut is positive do not cut again. Try only combining only two item together because three will probably be negative points. Also whatever combination you have just slap a frame on and it will increase the points.,,individual
459,341,82,decorations,Combining more than 2 can lead to negative numbers,,individual
